id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
1010	Nous sommes tellement surtaxé sans qu'on nous en rajoute encore	notsure	FR	Female	QC	urban	none	none	conservative	60+	surcharg without add
1011	Améliorer les changements climatiques	support	FR	Female	QC	suburban	right	none	conservative	60+	improv climat chang
1012	Carbon tax should be for the south only	oppose	EN	Male	SK	smalltown	right	none	progressive	30-39	carbon tax south
1013	Because it makes the consumer aware of their fuel consumption rate	support	EN	Male	AB	ruralremote	left	driver	progressive	40-49	make consum awar fuel consumpt rate
1014	Je suis pour les grosse bisness comme l’utilisateur payeur mais le problème c’est toujour le petit à la fin qui se fait refiler la facture	support	FR	Male	QC	suburban	right	driver	conservative	19-29	big busi like payer user problem alway small end get invoic pass
1016	 Je sais pas	notsure	FR	Female	QC	urban	notsure	none	no vote	19-29	know
1017	Too many taxes	oppose	EN	Female	BC	urban	none	driver	progressive	40-49	mani tax
1018	If we don't make it unattractive to continue using these types of fuels, nothing will change and action to find alternative sources will draw to a standstill.	support	EN	Female	BC	urban	none	none	progressive	60+	mak unattract continu use type fuel noth chang action find altern sourc draw standstil
1019	IT WILL NOT HELP UR	oppose	EN	Male	QC	suburban	none	none	conservative	60+	help
1020	Because the cost of living is too expensive as it is!	oppose	EN	Male	ON	urban	none	driver	no vote	50-59	cost live anoth
1021	Pq ces une façon de ne prendre de l'argent	oppose	FR	Male	QC	ruralremote	notsure	driver	no vote	40-49	quebec way take money
1022	Pour diriger les gens vers une source propre d'énergie	support	FR	Female	QC	suburban	left	none	progressive	40-49	direct peopl clean sourc energi
1023	Bien favoriser le changement de mentaliter	support	FR	Male	QC	urban	notsure	none	no vote	30-39	promot chang mental
1024	We pay enough for it. I dont believe the government would actually use the extra taxes to help climate change. Money and greed rule the world and unless they can profit more from better alternatives,	oppose	EN	Male	ON	urban	notsure	none	no vote	30-39	pay enough believ govern would actual use extra tax help climat chang money greed rule world unless profit better altern
1025	Les consommateurs ne paient que plus cher, aucun recherche pour des alternatives	oppose	FR	Male	QC	suburban	right	none	progressive	30-39	consum pay research altern
1026	Si c va contribuer dabsa la réparation des routes a mintreal	support	FR	Female	QC	urban	none	driver	no vote	19-29	contribut repair road montreal
1027	Je ne suis pas assez informé	notsure	FR	Female	QC	suburban	none	driver	no vote	40-49	inform enough
1028	Everything needs to go back to how the oil industry was 5 years ago!!	oppose	EN	Female	AB	ruralremote	notsure	driver	no vote	19-29	everyth need go back oil industri year ago
1029	Protect polar bear.	support	EN	Male	ON	urban	right	none	conservative	60+	protect polar bear
1030	I cant afford another tax and the dollars gotten from that tax would probably go to something else anyway	notsure	EN	Female	ON	urban	none	driver	no vote	40-49	afford anoth tax dollar gotten tax would probabl go someth els anyway
1031	Money can be utilized to implement actions to help the environment	support	EN	Female	AB	urban	left	none	progressive	19-29	money util implement action help environ
1032	So that the corporations funding fossil fuels will be charged	support	EN	Female	BC	urban	right	none	progressive	30-39	corpor fund fossil fuel charg
1033	We need to keep fossil fuels in the ground.  Increasing the price should get the alternative sources developed faster	support	EN	Female	BC	urban	right	driver	progressive	60+	need keep fossil fuel ground increas price get altern sourc develop faster
1034	indirectly it affects us all whether we drive or not carbon emmission affects our health we breath the air causes problem for people with low or compromised immunity healthy air means healthy people l	support	EN	Female	ON	urban	none	none	progressive	40-49	indirectli affect us whether drive carbon emiss affect health breath air caus problem peopl low compromis immun healthi air mean healthi peopl
1035	Because many people, like my husband, have to use their vehicle for work ( ie to carry materials for jobs) so cannot reduce the amount they use or use public transit	oppose	EN	Female	AB	ruralremote	notsure	driver	conservative	40-49	mani peopl like husband use vehicl work carri materi job reduc amount use use public transit
1036	People pay out enough money already. The earth is changing, it naturally does over time and money will not fix that.	oppose	EN	Female	ON	suburban	none	none	no vote	40-49	peopl pay enough money alreadi earth chang natur time money fix
1037	It is an economic drag on our resources based economy	oppose	EN	Male	AB	suburban	right	driver	conservative	60+	econom drag resourc base economi
1038	Espérant que le monde consomme moins En espérant que l'argent va pour des programmes qui réduit les émissions à effet de serres	support	FR	Male	QC	suburban	none	driver	conservative	60+	hope world consum less hope money goe program reduc greenhous effect
1039	Avant de faire quoi que ce soit, il serait mieux de pouvoir offrir de bonnes alternatives qui fonctionnent bien !	oppose	FR	Male	QC	suburban	left	none	progressive	40-49	anyth would better abl offer good altern work well
1041	Pour l?avenir	support	FR	Female	QC	suburban	none	driver	no vote	40-49	futur
1042	It would allow for big corporations to reduce their carbon emmissions.	support	EN	Female	ON	urban	left	none	progressive	19-29	would allow big corpor reduc carbon emiss
1044	The belief that money will fix or alter the world climate changes when are only 37 million inhabitants in Canada is a farce when the rest of the world pollutes freely.	oppose	EN	Male	QC	suburban	none	none	conservative	60+	belief money fix alter world climat chang million inhabit canada farc rest world pollut freeli
1045	Think is the wrong policy, not everything is about money	oppose	EN	Male	BC	ruralremote	notsure	driver	no vote	40-49	think wrong polici everyth money
1046	Where is the money going to go. I think the politicians will use it for anything but climate change.	oppose	EN	Female	AB	urban	right	none	conservative	60+	money go go think politician use anyth climat chang
1047	Hopefully it would encourage development of alternative sources	support	EN	Female	BC	suburban	notsure	none	progressive	60+	hope would encourag develop altern sourc
1048	I don’ Know enough ..I don’t watch news or read paper.Only sad news now	notsure	EN	Female	BC	smalltown	none	commuter	no vote	50-59	know enough watch news read paper sad news
1049	Encourage innovation for alternatives	support	EN	Female	ON	suburban	left	driver	progressive	50-59	encourag innov altern
1050	It will cost us even more as people will not care and still do it anyways	oppose	EN	Female	AB	urban	notsure	none	no vote	30-39	cost us even peopl care still anyway
1051	Until we find ways to heat our homes, drive cars that use less gas  , use our own gas i and oil instead off shore  and our government   Admits this country has zero carbon admission.	oppose	EN	Female	AB	urban	right	none	conservative	60+	find way heat home drive car use less ga use ga oil instead shore govern admit countri zero carbon admiss
1052	makes people think about what fuels they are using and when, can they use alternate transportation, reduce home heating etc	support	EN	Female	BC	suburban	right	none	conservative	60+	make peopl think fuel use use altern transport reduc home heat etc
1053	We already pay enough taxs on it	oppose	EN	Male	ON	ruralremote	none	driver	conservative	40-49	alreadi pay enough tax
1054	aucune idée	notsure	FR	Female	QC	suburban	notsure	driver	progressive	60+	idea
1055	Pour pousser les gens à réduire leur consommation des énergies fossilles	support	FR	Male	SK	suburban	none	driver	no vote	50-59	push peopl reduc consumpt fossil energi
1056	Ceux qui poluent le plus devrait payer la note. Mais il faudra utiliser cet argent pour combattre le réchauffement.	support	FR	Male	QC	suburban	none	none	progressive	60+	pollut pay note use money fight warm
1057	Canada produces less than 2% of the GHG introduced into the atmosphere.  A price on carbon in Canada without action by the US, China or India only puts us at a disadvantage.	oppose	EN	Male	AB	urban	right	none	conservative	50-59	canada produc less greenhous introduc atmospher price carbon canada without action us china india put us disadvantag ga
1058	I support putting a price or tax on fossil fuels to reduce carbon emissions because it's bad for the environment.	support	EN	Female	ON	suburban	left	driver	progressive	30-39	support put price tax fossil fuel reduc carbon emiss bad environ
1059	The price is only put on Canadian energy. Energy from foreign sources is not taxed and dumped into the eastern half of Canada. Klein had it right. Let them freeze or choke on their US natural gas and	oppose	EN	Male	AB	urban	right	driver	conservative	40-49	price put canadian energi energi foreign sourc tax dump eastern half canada klein right let freez choke us natur ga
